Province/State,Country/Region,Lat,Long,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020
,Turkey,39.925533,32.866287,940,940,4000,4000,4000,4000,8002,10017,11998,15654,18607,20345,24017,27969,33004,40290,47823,55464,65446,76981,92403,106799,125556,141716,161380,181445,202845,222868,247768,276346,307210,340380,376100,410556,443626,477716,518143,558413,598933,634277,673980,713409,750944,791906,830257,868565,889742,918885,948915,991613,1033617,1075048,1111366,1135367,1171138,1204421,1234724,1265119,1298806,1334411,1370598,1403320,1440671,1474003,1508824,1547389,1589625,1624994,1650135,1675517,1696355,1729988,1767495,1807673,1832262,1853754,1873607,1894650,1928209,1964364,2003594,2039194,2070719,2103044,2155349,2209583,2267412,2303258,2338593,2377954,2415179,2451700,2500890,2541903,2586995,2632171,2674203,2721003,2773904,2822316
